Code;track_name;artist(s)_name;artist_count;released_year;released_month;in_spotify_playlists;streams;key;mode;danceability_%;cover_url
181;Someone You Loved;Lewis Capaldi;1;2018;11;17836;2887241814;C#;Major;50;https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
182;we fell in love in october;girl in red;1;2018;11;6858;723043854;G;Major;57;https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a
183;Lost in the Fire;The Weeknd, Gesaffelstein;2;2019;1;7731;686734357;D;Major;66;https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794
184;Astronaut In The Ocean;Masked Wolf;1;2019;1;7191;1138474110;E;Minor;78;https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f
185;Arcade;Duncan Laurence;1;2019;3;6646;991336132;A;Minor;45;https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b
186;Boy With Luv (feat. Halsey);Halsey, BTS;2;2019;4;4260;1065580332;B;Minor;65;Not Found
187;Those Eyes;New West;1;2019;5;1507;411747614;E;Major;60;https://i.scdn.co/image/ab67616d0000b2731bb5dc21200bfc56d8f7ef41
188;Heart To Heart;Mac DeMarco;1;2019;5;1640;244658767;G#;Minor;90;https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672
189;Dance Monkey;Tones and I;1;2019;5;24529;2864791672;F#;Minor;82;https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169
190;NEW MAGIC WAND;Tyler, The Creator;2;2019;5;4708;461437791;F;Minor;62;https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
191;Callaita;Bad Bunny, Tainy;2;2019;5;9539;1304313953;D;Major;61;https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5
192;LA CANCIï¿½;J Balvin, Bad Bunny;2;2019;6;6398;1435127549;G;Major;75;Not Found
193;Mount Everest;Labrinth;1;2019;6;5443;467727006;;Minor;46;https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6
194;Seï¿½ï¿½o;Shawn Mendes, Camila Cabello;2;2019;6;15010;2484812918;A;Minor;76;Not Found
195;Tom's Diner;AnnenMayKantereit, Giant Rooks;2;2019;6;2605;236872197;F#;Minor;68;https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c
196;love nwantiti (ah ah ah);Ckay;1;2019;7;5669;726837877;F;Minor;74;https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a
197;Cruel Summer;Taylor Swift;1;2019;8;7858;800840817;A;Major;55;https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
198;Circles;Post Malone;1;2019;8;19664;2132335812;;Major;70;https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
199;All Of The Girls You Loved Before;Taylor Swift;1;2019;8;1282;185240616;D;Major;72;https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17
200;Love Nwantiti - Remix;Ckay, AX'EL, Dj Yo!;3;2019;8;2696;540539717;G#;Major;58;https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745
201;All For Us - from the HBO Original Series Euphoria;Labrinth, Zendaya;2;2019;8;5342;426204830;D#;Major;37;https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a
202;Memories;Maroon 5;1;2019;9;9974;1759567999;B;Major;77;https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631
203;Mary On A Cross;Ghost;1;2019;9;2668;387080183;B;Major;47;https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025
204;Under The Influence;Chris Brown;1;2019;10;3859;929964809;A;Minor;73;https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac
205;Car's Outside;James Arthur;1;2019;10;794;265882712;A;Major;34;https://i.scdn.co/image/ab67616d0000b273dc16d839ab77c64bdbeb3660
206;Don't Start Now;Dua Lipa;1;2019;10;27119;2303033973;B;Minor;79;https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041
207;Formula;Labrinth;1;2019;10;3444;554875730;B;Major;57;https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
208;Still Don't Know My Name;Labrinth;1;2019;10;6332;563902868;F;Major;31;https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
209;When I R.I.P.;Labrinth;1;2019;10;2578;203680270;G#;Minor;39;https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
210;Forever;Labrinth;1;2019;10;3618;282883169;E;Minor;56;https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
211;Blinding Lights;The Weeknd;1;2019;11;43899;3703895074;C#;Major;50;https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
212;Watermelon Sugar;Harry Styles;1;2019;11;21915;2322580122;;Major;55;https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
213;Before You Go;Lewis Capaldi;1;2019;11;8327;1608045237;D#;Major;45;https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4
214;Streets;Doja Cat;1;2019;11;5728;865640097;B;Major;75;https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b
215;San Lucas;Kevin Kaarl;1;2019;11;407;244891912;G;Major;58;https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812
216;Adore You;Harry Styles;1;2019;12;13454;1439191367;G#;Major;68;https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
217;Falling;Harry Styles;1;2019;12;7556;1023187129;E;Major;57;https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
218;Golden;Harry Styles;1;2019;12;8429;807015863;E;Minor;45;https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
219;MIDDLE OF THE NIGHT;Elley Duhï¿;1;2020;1;4057;872137015;E;Minor;41;Not Found
220;The Business;Tiï¿½ï¿;1;2020;1;14311;1062345656;G#;Minor;80;Not Found
221;Contection;GODZZ__-, Zakaria;2;2020;1;6955;1180896317;A#;Minor;81;https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95
222;Shut up My Moms Calling;Hotel Ugly;1;2020;2;1788;405136812;A;Minor;48;https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
223;After Hours;The Weeknd;1;2020;2;8084;698086140;F;Minor;66;https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996
224;HEARTBREAK ANNIVERSARY;Giveon;1;2020;2;5398;951637566;;Major;61;https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766
225;A Tu Merced;Bad Bunny;1;2020;2;4214;685071800;;Major;86;https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0
226;La Santa;Daddy Yankee, Bad Bunny;2;2020;2;4890;759208783;C#;Major;74;Not Found
227;La Zona;Bad Bunny;1;2020;2;1188;312622938;C#;Minor;76;https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0
228;Save Your Tears;The Weeknd;1;2020;3;12688;1591223784;;Major;68;https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
229;Save Your Tears (with Ariana Grande) (Remix);Ariana Grande, The Weeknd;2;2020;3;9161;1221813483;;Major;65;Not Found
230;Heather;Conan Gray;1;2020;3;6170;1301799902;F;Major;47;https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
231;Levitating (feat. DaBaby);Dua Lipa, DaBaby;2;2020;3;15894;1802514301;F#;Minor;70;https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be
232;Meet Me At Our Spot;THE ANXIETY, Willow, Tyler Cole;3;2020;3;6734;530511203;D;Major;77;https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71
233;Levitating;Dua Lipa;1;2020;3;9833;797196073;F#;Minor;69;https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be
234;you broke me first;Tate McRae;1;2020;4;6638;1180094974;E;Major;64;https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4
235;ýýýýýýýýýýýýýýýýýýýýý;Fujii Kaze;1;2020;5;685;403097450;F#;Minor;60;Not Found
236;Heat Waves;Glass Animals;1;2020;6;22543;2557975762;B;Major;76;https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
237;Still With You;Jung Kook;1;2020;6;31;38411956;C#;Minor;53;https://i.scdn.co/image/ab67616d0000b273a7f42c375578df426b37638d
238;cardigan;Taylor Swift;1;2020;7;7923;812019557;;Minor;61;https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
239;august;Taylor Swift;1;2020;7;7324;607123776;F;Major;51;https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
240;Life Goes On;Oliver Tree;1;2020;7;2868;501541661;;Major;70;https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc
241;Mood (feat. Iann Dior);24kgoldn, Iann Dior;2;2020;7;12854;1699402402;G;Minor;70;https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5
242;Excuses;Intense, AP Dhillon, Gurinder Gill;3;2020;7;272;327498031;F;Minor;84;Not Found
243;Dynamite;BTS;1;2020;8;8528;1692897992;F#;Minor;75;https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5
244;Bad Habits;Ed Sheeran;1;2020;9;12755;1555511105;B;Minor;81;https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
245;MONTERO (Call Me By Your Name);Lil Nas X;1;2020;9;12329;1735441776;G#;Minor;61;https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
246;Mon Amour - Remix;Aitana, zzoilo;2;2020;9;3221;578207856;D;Major;75;Not Found
247;Dakiti;Bad Bunny, Jhay Cortez;2;2020;10;11215;1763363713;E;Minor;73;https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8
248;positions;Ariana Grande;1;2020;10;8207;1252563873;;Major;73;https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605
249;Demasiadas Mujeres;C. Tangana;1;2020;10;2226;339473453;A;Minor;67;https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3
250;Angels Like You;Miley Cyrus;1;2020;11;3372;570515054;F;Major;67;https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142
251;Todo De Ti;Rauw Alejandro;1;2020;11;11975;1168642797;D#;Minor;81;https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795
252;Good Days;SZA;1;2020;12;10426;826623384;C#;Minor;46;https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
253;Sky;Playboi Carti;1;2020;12;3297;506778838;D;Major;79;https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb
254;Caile;Luar La L;1;2020;12;1494;273914335;;Major;70;https://i.scdn.co/image/ab67616d0000b27305c2cc3e87e9aa15d9db3dd9
255;I Really Want to Stay at Your House;Rosa Walton, Hallie Coggins;2;2020;12;668;140430339;D#;Minor;49;https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb
256;drivers license;Olivia Rodrigo;1;2021;1;12685;1858144199;A#;Major;59;https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
257;Quï¿½ï¿½ Mï¿½ï¿;J Balvin, Maria Becerra;2;2021;1;8087;720825549;G#;Major;89;Not Found
258;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine;4;2021;1;12043;863756573;D;Major;82;https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5
259;Bones;Imagine Dragons;1;2021;3;4198;838079900;F;Minor;77;https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
260;Ghost;Justin Bieber;1;2021;3;5866;1167330737;D;Major;61;https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
261;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber, Daniel Caesar, Giveon;3;2021;3;14140;1445941661;;Major;63;https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
262;Leave The Door Open;Bruno Mars, Anderson .Paak, Silk Sonic;3;2021;3;14417;1115880852;F;Major;59;https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
263;I WANNA BE YOUR SLAVE;Mï¿½ï¿½ne;1;2021;3;4873;851070493;C#;Major;75;Not Found
264;You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve;Taylor Swift;1;2021;4;2619;350381515;F#;Major;63;Not Found
265;Kiss Me More (feat. SZA);SZA, Doja Cat;2;2021;4;15867;1575467011;G#;Major;77;Not Found
266;deja vu;Olivia Rodrigo;1;2021;4;7545;1256880657;A;Major;44;https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
267;2055;Sleepy hallow;1;2021;4;2226;624515457;F#;Minor;78;https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1
268;Leave Before You Love Me (with Jonas Brothers);Marshmello, Jonas Brothers;2;2021;4;4893;651732901;G;Major;72;https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce
269;RAPSTAR;Polo G;1;2021;4;4731;797402345;F#;Major;79;https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b
270;Miï¿½ï¿½n;Tini, Maria Becerra;2;2021;4;3406;596152090;D;Major;85;Not Found
271;Jordan;Ryan Castro;1;2021;4;2844;394030335;A#;Minor;80;https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62
272;good 4 u;Olivia Rodrigo;1;2021;5;15563;1887039593;F#;Minor;56;https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
273;traitor;Juan Cruz Toledo, Huilen Toledo;2;2021;5;5257;1230855859;D#;Major;29;Not Found
274;Butter;BTS;1;2021;5;4779;1143647827;G#;Major;79;https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
275;happier;Olivia Rodrigo;1;2021;5;3069;850608354;F#;Major;39;https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
276;favorite crime;Olivia Rodrigo;1;2021;5;3681;783706581;A;Major;40;https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
277;Thunder;Prezioso, Gabry Ponte, LUM!X;3;2021;5;4846;422691058;C#;Major;67;Not Found
278;295;Sidhu Moose Wala;1;2021;5;246;183273246;B;Minor;68;https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae
279;Por las Noches;Peso Pluma;1;2021;6;457;330346424;;Major;81;https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c
280;Yonaguni;Bad Bunny;1;2021;6;9644;1260594497;C#;Major;64;https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9
281;Woman;Doja Cat;1;2021;6;9424;1329090101;F;Minor;82;https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
282;Desesperados;Chencho Corleone, Rauw Alejandro;2;2021;6;6821;809306935;C#;Minor;87;Not Found
283;Pepas;Farruko;1;2021;6;14114;1309887447;G;Major;76;https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad
284;Need To Know;Doja Cat;1;2021;6;6672;1042568408;C#;Major;66;https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
285;You Right;Doja Cat, The Weeknd;2;2021;6;5073;672656250;G#;Major;83;https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
286;Get Into It (Yuh);Doja Cat;1;2021;6;4999;516784627;G#;Minor;91;https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
287;Cï¿½ï¿½;Rauw Alejandro;1;2021;6;2636;465959382;A;Minor;77;Not Found
288;AM Remix;J Balvin, Nio Garcia, Bad Bunny;3;2021;6;6556;528544703;F#;Minor;74;Not Found
289;Ain't Shit;Doja Cat;1;2021;6;3436;499710590;D#;Major;86;Not Found
290;STAY (with Justin Bieber);Justin Bieber, The Kid Laroi;2;2021;7;17050;2665343922;C#;Major;59;Not Found
291;INDUSTRY BABY (feat. Jack Harlow);Jack Harlow, Lil Nas X;2;2021;7;13315;1814349763;D#;Minor;74;Not Found
292;Where Are You Now;Lost Frequencies, Calum Scott;2;2021;7;10565;972509632;F#;Minor;67;https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b
293;Happier Than Ever;Billie Eilish;1;2021;7;8476;1056760045;;Major;31;https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e
294;Volando - Remix;Sech, Bad Bunny, Mora;3;2021;7;3272;610045621;F#;Major;66;Not Found
295;Sobrio;Maluma;1;2021;7;3506;513643924;F;Major;76;https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27
296;Happier Than Ever - Edit;Billie Eilish;1;2021;7;1959;412795151;;Major;45;https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9
297;Permission to Dance;BTS;1;2021;7;1801;608334048;A;Major;70;https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8
298;ýýýabcdefu;Gayle;1;2021;8;7215;1007612429;E;Major;70;Not Found
299;Do It To It;Cherish, ACRAZE;2;2021;8;12403;674772936;B;Minor;85;Not Found
300;Take My Breath;The Weeknd;1;2021;8;2597;130655803;A#;Minor;70;https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
301;Volvï¿;Aventura, Bad Bunny;2;2021;8;5375;673801126;C#;Major;73;https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c
302;Don't Be Shy;Tiï¿½ï¿½sto, Kar;2;2021;8;6026;566954746;B;Minor;77;Not Found
303;Praise God;Kanye West;1;2021;8;4651;376333030;C#;Major;80;https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd
304;OUT OUT (feat. Charli XCX & Saweetie);Charli XCX, Jax Jones, Joel Corry, Saweetie;4;2021;8;6890;427486004;G#;Minor;79;https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4
305;Every Summertime;NIKI;1;2021;8;1211;290228626;F#;Major;63;https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be
306;Take My Breath;The Weeknd;1;2021;8;6392;432702334;G#;Major;75;https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
307;family ties (with Kendrick Lamar);Kendrick Lamar, Baby Keem;2;2021;8;6308;560222750;C#;Major;71;Not Found
308;Se Le Ve;Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music;8;2021;8;1560;223319934;G;Minor;56;Not Found
309;Flowers;Lauren Spencer Smith;1;2021;8;801;184826429;D#;Major;70;https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993
310;Until I Found You;Stephen Sanchez;1;2021;9;4427;726434358;A#;Major;34;https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244
311;Shivers;Ed Sheeran;1;2021;9;10147;1302184087;D;Major;79;https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
312;Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons, League of Legends, JID, Arcane;4;2021;9;6180;1223481149;B;Minor;72;https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
313;My Universe;Coldplay, BTS;2;2021;9;6127;1061966512;A;Major;58;https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575
314;THATS WHAT I WANT;Lil Nas X;1;2021;9;7963;920797189;C#;Minor;74;https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
315;MONEY;Lisa;1;2021;9;2566;863625566;C#;Minor;83;https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19
316;Toxic;BoyWithUke;1;2021;9;1795;582981380;G#;Minor;59;https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0
317;Nostï¿½ï¿½l;Chris Brown, Rvssian, Rauw Alejandro;3;2021;9;2780;436695353;A;Minor;73;Not Found
318;Better Days (NEIKED x Mae Muller x Polo G);NEIKED, Mae Muller, Polo G;3;2021;9;4091;421040617;;Minor;72;https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf
319;Sad Girlz Luv Money Remix (feat. Kali Uchis);Kali Uchis, Amaarae, Moliy;3;2021;9;3643;354065229;C#;Minor;86;Not Found
320;Knife Talk (with 21 Savage ft. Project Pat);Drake, Project Pat, 21 Savage;3;2021;9;5199;594482982;F;Minor;85;https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
321;Acapulco;Jason Derulo;1;2021;9;3098;363467642;A#;Major;77;https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757
322;Ley Seca;Anuel Aa, Jhay Cortez;2;2021;9;2012;355219175;G#;Major;76;Not Found
323;Way 2 Sexy (with Future & Young Thug);Drake, Future, Young Thug;3;2021;9;5481;489945871;B;Minor;80;https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
324;Fair Trade (with Travis Scott);Drake, Travis Scott;2;2021;9;5403;593917618;C#;Major;67;https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
325;this is what falling in love feels like;JVKE;1;2021;9;2005;346127840;B;Major;42;https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
326;Monï¿½ï¿½y so;YEAT;1;2021;9;1473;263779030;D;Major;69;Not Found
327;Angel Baby;Troye Sivan;1;2021;9;1959;408843328;B;Major;56;https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893
328;Easy On Me;Adele;1;2021;10;10195;1406111294;F;Major;60;https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4
329;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Julieta Venegas, Bad Bunny, Tainy;3;2021;10;3423;775542072;E;Minor;64;https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6
330;Moth To A Flame (with The Weeknd);The Weeknd, Swedish House Mafia;2;2021;10;7495;611994237;;Minor;56;Not Found
331;Medallo;Justin Quiles, Lenny Tavï¿½ï¿½rez, BL;3;2021;10;2780;393230256;E;Minor;79;Not Found
332;Super Gremlin;Kodak Black;1;2021;10;2551;342779426;D;Major;83;https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9
333;Tacones Rojos;Sebastian Yatra;1;2021;10;3047;510876816;B;Minor;75;https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145
334;Salimo de Noche;Trueno, Tiago pzk;2;2021;10;1057;261414174;D;Major;67;Not Found
335;Vai Lï¿½ï¿½ Em Casa ;Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &;2;2021;10;772;263894529;G#;Minor;46;Not Found
336;The Feels;TWICE;1;2021;10;1150;345903614;A;Major;81;https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82
337;Enemy - from the series Arcane League of Legends;Imagine Dragons, League of Legends, Arcane;3;2021;10;824;1223481149;G;Major;73;https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
338;Esqueï¿½ï¿½a-Me Se For C;Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &;2;2021;10;580;258316038;F#;Minor;80;Not Found
339;Problemï¿½;Alvaro Diaz, Rauw Alejandro;2;2021;10;1517;209768491;D;Minor;73;Not Found
340;METAMORPHOSIS;INTERWORLD;1;2021;11;1561;357580552;G;Minor;59;https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e
341;We Don't Talk About Bruno;Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan;7;2021;11;2785;432719968;;Minor;58;Not Found
342;Surface Pressure;Jessica Darrow;1;2021;11;1756;267758538;D;Major;65;https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229
343;One Right Now (with The Weeknd);The Weeknd, Post Malone;2;2021;11;4771;539595276;C#;Major;68;Not Found
344;The Motto;Tiï¿½ï¿½sto, Ava;2;2021;11;9151;656013912;G;Minor;75;Not Found
345;Malvadï¿½ï¿;Xamï¿½ï¿½, Gustah, Neo B;3;2021;11;648;240684449;F#;Minor;82;Not Found
346;All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);Taylor Swift;1;2021;11;4635;583687007;;Major;63;https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d
347;Oh My God;Adele;1;2021;11;4431;466214729;C#;Major;53;https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7
348;I AM WOMAN;Emmy Meli;1;2021;11;2795;225259194;A#;Major;65;https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069
349;Smokin Out The Window;Bruno Mars, Anderson .Paak, Silk Sonic;3;2021;11;4963;383550148;D;Major;63;https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
350;TO THE MOON;Jnr Choi;1;2021;11;2979;245095641;D;Major;74;https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714
351;LA FAMA (with The Weeknd);The Weeknd, ROSALï¿½;2;2021;11;4640;374706940;;Minor;77;Not Found
352;The Family Madrigal;Olga Merediz, Stephanie Beatriz, Encanto - Cast;3;2021;11;1150;184937148;C#;Major;59;Not Found
353;Dos Oruguitas;Sebastian Yatra;1;2021;11;925;167076418;;Major;42;https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229
354;What Else Can I Do?;Stephanie Beatriz, Diane Guerrero;2;2021;11;802;154797871;E;Major;72;Not Found
355;DANCE CRIP;Trueno;1;2021;11;731;198883004;;Major;86;https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55
356;Bar;Tini, L-Gante;2;2021;11;755;200972675;C#;Major;52;https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c
357;Sï¿½ï¿½;Anuel Aa, Myke Towers, Jhay Cortez;3;2021;11;903;177129919;F#;Minor;63;Not Found
358;Down Under (feat. Colin Hay);Luude, Colin Hay;2;2021;11;3541;252871192;B;Minor;31;https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f
359;Hrs and Hrs;Muni Long;1;2021;11;1800;181328253;G#;Minor;51;https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7
360;Envolver;Anitta;1;2021;11;4673;546191065;E;Minor;81;https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510
361;The Color Violet;Tory Lanez;1;2021;12;2585;415932686;F#;Minor;65;https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
362;Sunroof;Nicky Youre, Dazy;2;2021;12;3741;652704649;A#;Major;77;https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c
363;La Bebe;Yng Lvcas;1;2021;12;489;191945597;D;Minor;78;https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
364;I Hate U;SZA;1;2021;12;4094;356709897;G;Minor;54;https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
365;It'll Be Okay;Shawn Mendes;1;2021;12;1950;287201015;G;Major;40;Not Found
